2 | 2 | KT2848 | ZFSG Running | 163
19185 | 19185 | GL6225 | Finished | 0
19189 | 19387 | ZD2363 | TTSK Running | 31
19197 | 19197 | CB9751 | RFO Running | 477
19204 | 19833 | ML6062 | ZFSG Running | 287
19210 | 19602 | ZE8449 | ZUJO Running | 170
19211 | 19673 | IY8767 | EHSP Running | 24
19215 | 19632 | FN1074 | ZUJO Running | 452
19215 | 19215 | SA2206 | IBG Waiting | 280
19215 | 19215 | FO8271 | GXGP Running | 445
19217 | 19217 | GL4910 | HMY Waiting | 112
19219 | 19417 | CG6320 | TTSK Running | 217
19220 | 19220 | FI3661 | RLF Running | 457
19223 | 19223 | MC5678 | Finished | 0
19234 | 19863 | KT2848 | ZFSG Running | 102
19240 | 19662 | IH4945 | ZUJO Running | 98
19245 | 19245 | FO8271 | GXGP Running | 415
19250 | 19447 | OE6296 | TTSK Running | 67
19253 | 19697 | IS9022 | EHSP Running | 170
19259 | 19259 | MC6275 | GDZ Waiting | 15
19264 | 19893 | KJ5649 | ZFSG Running | 275
19265 | 19265 | UN9938 | TTSK Waiting | 309
19270 | 19470 | ZO7644 | QNV Running | 20
19270 | 19692 | XX2794 | ZUJO Running | 103
19274 | 19274 | MC6275 | GDZ Running | 86
19275 | 19275 | FO8271 | GXGP Running | 385
19283 | 19727 | JD7686 | EHSP Running | 93
19289 | 19289 | JC4824 | Finished | 0
19295 | 19477 | YF6504 | TTSK Running | 252
19300 | 19923 | WN5757 | ZFSG Running | 335
19305 | 19305 | FO8271 | GXGP Running | 355
19313 | 19757 | IR6170 | EHSP Running | 173
19319 | 19722 | HZ3789 | ZUJO Running | 110
19325 | 19507 | UH9080 | TTSK Running | 226
19329 | 19347 | GL4910 | HMY Running | 341
19330 | 19953 | YR8562 | ZFSG Running | 326
19335 | 19335 | FO8271 | GXGP Running | 325
19343 | 19787 | MV1466 | EHSP Running | 96
19347 | 19365 | NL3201 | GXGP Running | 106
19349 | 19752 | VD3478 | ZUJO Running | 80
19355 | 19537 | NK9290 | TTSK Running | 135
19357 | 19677 | YT5665 | RLF Running | 359
19360 | 19360 | MC6275 | GDZ Waiting | 165
19360 | 19983 | JH2964 | ZFSG Running | 52
19365 | 19395 | FO8271 | GXGP Running | 295
19373 | 19817 | WO4943 | EHSP Running | 300
19379 | 19782 | TY1447 | ZUJO Running | 343
19387 | 19567 | GO6249 | TTSK Running | 349
19390 | 20013 | DU2124 | ZFSG Running | 61
19392 | 19392 | IS9199 | Finished | 0
19395 | 19425 | NL3201 | GXGP Running | 76
19398 | 19398 | MG3799 | IYS Running | 217
19403 | 19847 | FI1343 | EHSP Running | 68
19408 | 19812 | RF2615 | ZUJO Running | 484
19417 | 19597 | ZD2363 | TTSK Running | 1
19422 | 19842 | NI9878 | ZUJO Running | 123
19425 | 19455 | FO8271 | GXGP Running | 265
19428 | 20043 | WV8689 | ZFSG Running | 180
19433 | 19877 | QC5923 | EHSP Running | 50
19447 | 19598 | CG6320 | TTSK Running | 187
19452 | 19872 | WE1790 | ZUJO Running | 217
19455 | 19485 | NL3201 | GXGP Running | 46
19458 | 20073 | KZ4389 | ZFSG Running | 3
19463 | 19907 | MA7378 | EHSP Running | 189
19468 | 19911 | BB7414 | ADI Running | 471
19470 | 19470 | UG8156 | QNV Waiting | 152
19477 | 19628 | OE6296 | TTSK Running | 37
19482 | 19902 | NZ7010 | ZUJO Running | 81
19485 | 19515 | FO8271 | GXGP Running | 235
19487 | 19742 | GJ3751 | SVT Running | 52
19488 | 20076 | TB9654 | ZFSG Running | 58
19490 | 19490 | ZO7644 | QNV Waiting | 454
19493 | 19937 | ZT4883 | EHSP Running | 72
19495 | 19855 | SA2206 | IBG Running | 173
19504 | 19504 | OT9532 | SVT Waiting | 467
19507 | 19658 | YF6504 | TTSK Running | 222
19512 | 19932 | YX1903 | ZUJO Running | 14
19515 | 19545 | NL3201 | GXGP Running | 16
19518 | 20106 | AO7054 | ZFSG Running | 193
19523 | 19967 | DD6208 | EHSP Running | 39
19525 | 19525 | MC6275 | GDZ Running | 446
19529 | 19529 | AX2750 | QNV Running | 375
19537 | 19688 | UH9080 | TTSK Running | 196
19542 | 19946 | GO9911 | ZUJO Running | 133
19545 | 19561 | FO8271 | GXGP Running | 205
19553 | 19997 | SI3252 | EHSP Running | 229
19559 | 20136 | RO8518 | ZFSG Running | 310
19561 | 19561 | NL3201 | Finished | 0
19567 | 19718 | NK9290 | TTSK Running | 105
19572 | 19976 | MZ6561 | ZUJO Running | 113
19574 | 19748 | UN9938 | TTSK Running | 197
19583 | 20027 | IW3933 | EHSP Running | 54
19589 | 20166 | BB6988 | ZFSG Running | 66
19591 | 19591 | FO8271 | GXGP Running | 175
19597 | 19778 | IN6461 | TTSK Running | 458
19597 | 19808 | GO6249 | TTSK Running | 319
19598 | 20036 | ZD2363 | RLF Running | 154
19602 | 20006 | DB9978 | ZUJO Running | 349
19604 | 19604 | ZA3881 | ZFSG Waiting | 316
19613 | 20057 | YL3443 | EHSP Running | 33
19615 | 19615 | MG3799 | IYS Waiting | 487
19621 | 19621 | FO8271 | GXGP Running | 145
19622 | 19904 | UG8156 | QNV Running | 408
19628 | 19838 | CG6320 | TTSK Running | 157
19629 | 19629 | BU9664 | ZFSG Waiting | 493
19632 | 20036 | ZE8449 | ZUJO Running | 140
19643 | 20087 | UA9502 | EHSP Running | 159
19651 | 19651 | FO8271 | GXGP Running | 115
19658 | 19868 | OE6296 | TTSK Running | 7
19659 | 20196 | QS5048 | ZFSG Running | 80
19662 | 20066 | FN1074 | ZUJO Running | 422
19668 | 19668 | PO8325 | IBG Waiting | 234
19673 | 20117 | AF7413 | EHSP Running | 227
19674 | 19674 | CB9751 | RFO Waiting | 336
19676 | 19676 | LW9015 | ZFSG Waiting | 87
19677 | 19677 | FI3661 | RLF Waiting | 290
19681 | 19681 | FO8271 | GXGP Running | 85
19688 | 19711 | GL4910 | GXGP Running | 334
19688 | 19875 | YF6504 | TTSK Running | 192
19692 | 20096 | IH4945 | ZUJO Running | 68
19697 | 19697 | IY8767 | Finished | 0
19706 | 20226 | JA9704 | ZFSG Running | 79
19711 | 19741 | FO8271 | GXGP Running | 55
19718 | 19905 | UH9080 | TTSK Running | 166
19722 | 20126 | XX2794 | ZUJO Running | 73
19727 | 20147 | IS9022 | EHSP Running | 140
19736 | 20256 | VR2866 | ZFSG Running | 4
19741 | 19771 | GL4910 | GXGP Running | 304
19742 | 19801 | OR3105 | GXGP Running | 124
19748 | 19935 | NK9290 | TTSK Running | 75
19752 | 20156 | HZ3789 | ZUJO Running | 80
19757 | 20177 | JD7686 | EHSP Running | 63
19763 | 20260 | LW9015 | ZFSG Running | 303
19766 | 20290 | VM9323 | ZFSG Running | 79
19771 | 19831 | FO8271 | GXGP Running | 25
19778 | 19965 | UN9938 | TTSK Running | 167
19782 | 20186 | VD3478 | ZUJO Running | 50
19787 | 20207 | IR6170 | EHSP Running | 143
19794 | 19856 | GJ3751 | GXGP Running | 219
19796 | 20320 | CD8074 | ZFSG Running | 68
19801 | 19886 | GL4910 | GXGP Running | 274
19808 | 19995 | IN6461 | TTSK Running | 428
19812 | 20216 | TY1447 | ZUJO Running | 313
19817 | 20237 | MV1466 | EHSP Running | 66
19826 | 20350 | GL3702 | ZFSG Running | 17
19831 | 19916 | OR3105 | GXGP Running | 94
19833 | 19833 | OB7273 | LUY Running | 296
19835 | 20025 | JU1285 | TTSK Running | 234
19838 | 20055 | GO6249 | TTSK Running | 289
19842 | 20246 | RF2615 | ZUJO Running | 454
19847 | 20267 | WO4943 | EHSP Running | 270
19855 | 19855 | KR9273 | IBG Waiting | 443
19856 | 19856 | FO8271 | Finished | 0
19863 | 20367 | ML6062 | ZFSG Running | 257
19868 | 20085 | CG6320 | TTSK Running | 127
19872 | 20276 | NI9878 | ZUJO Running | 93
19875 | 19875 | OE6296 | Finished | 0
19877 | 20297 | FI1343 | EHSP Running | 38
19886 | 19946 | GJ3751 | GXGP Running | 189
19893 | 20397 | KT2848 | ZFSG Running | 72
19902 | 20028 | PO8325 | IBG Running | 380
19902 | 20306 | WE1790 | ZUJO Running | 187
19904 | 19904 | AX2750 | QNV Waiting | 53
19905 | 20115 | YF6504 | TTSK Running | 162
19907 | 20327 | QC5923 | EHSP Running | 20
19911 | 19911 | FG8127 | ADI Waiting | 353
19916 | 19976 | GL4910 | GXGP Running | 244
19920 | 20427 | ZA3881 | ZFSG Running | 449
19923 | 20457 | KJ5649 | ZFSG Running | 245
19932 | 20336 | NZ7010 | ZUJO Running | 51
19935 | 20145 | UH9080 | TTSK Running | 136
19937 | 20347 | MA7378 | EHSP Running | 159
19944 | 20312 | ZO7644 | QNV Running | 419
19946 | 19946 | YX1903 | SIM Running | 220
19946 | 20006 | OR3105 | GXGP Running | 64
19953 | 20487 | WN5757 | ZFSG Running | 305
19957 | 20731 | AX2750 | QNV Running | 435
19965 | 20175 | NK9290 | TTSK Running | 45
19967 | 20190 | FI3661 | RLF Running | 405
19967 | 20377 | ZT4883 | EHSP Running | 42
19971 | 20407 | MC6275 | EHSP Running | 93
19971 | 19971 | OT9532 | SVT Running | 426
19976 | 20036 | GJ3751 | GXGP Running | 159
19976 | 20366 | GO9911 | ZUJO Running | 103
19983 | 20517 | YR8562 | ZFSG Running | 296
19995 | 20205 | UN9938 | TTSK Running | 137
19997 | 20437 | DD6208 | EHSP Running | 9
20006 | 20066 | GL4910 | GXGP Running | 214
20006 | 20396 | MZ6561 | ZUJO Running | 83
20010 | 20010 | CB9751 | RFO Running | 3
20013 | 20426 | CB9751 | ZUJO Running | 112
20013 | 20547 | JH2964 | ZFSG Running | 22
20025 | 20235 | IN6461 | TTSK Running | 398
20027 | 20446 | SI3252 | EHSP Running | 199
20028 | 20028 | SA2206 | IBG Waiting | 51
20036 | 20036 | YT5665 | RLF Waiting | 119
20036 | 20456 | DB9978 | ZUJO Running | 319
20036 | 20096 | OR3105 | GXGP Running | 34
20043 | 20569 | DU2124 | ZFSG Running | 31
20055 | 20265 | JU1285 | TTSK Running | 204
20057 | 20476 | IW3933 | EHSP Running | 24
20066 | 20126 | GJ3751 | GXGP Running | 129
20066 | 20486 | ZE8449 | ZUJO Running | 110
20073 | 20599 | WV8689 | ZFSG Running | 150
20076 | 20076 | KZ4389 | LCJ Running | 55
20079 | 20408 | SA2206 | IBG Running | 308
20085 | 20295 | GO6249 | TTSK Running | 259
20087 | 20500 | YL3443 | EHSP Running | 3
20096 | 20516 | FN1074 | ZUJO Running | 392
20096 | 20156 | GL4910 | GXGP Running | 184
20102 | 20102 | MG3799 | IYS Running | 340
20106 | 20629 | TB9654 | ZFSG Running | 28
20115 | 20325 | CG6320 | TTSK Running | 97
20117 | 20503 | UA9502 | EHSP Running | 129
20122 | 20657 | BU9664 | ZFSG Running | 369
20126 | 20546 | IH4945 | ZUJO Running | 38
20126 | 20186 | OR3105 | GXGP Running | 4
20129 | 20129 | OB7273 | LUY Waiting | 443
20131 | 20131 | KZ4389 | LCJ Waiting | 234
20136 | 20687 | AO7054 | ZFSG Running | 163
20145 | 20355 | YF6504 | TTSK Running | 132
20147 | 20533 | AF7413 | EHSP Running | 197
20155 | 20595 | YT5665 | RLF Running | 434
20156 | 20190 | GJ3751 | GXGP Running | 99
20156 | 20576 | XX2794 | ZUJO Running | 43
20166 | 20166 | YX1903 | SIM Waiting | 432
20166 | 20717 | RO8518 | ZFSG Running | 280
20175 | 20385 | UH9080 | TTSK Running | 106
20177 | 20563 | IS9022 | EHSP Running | 110
20186 | 20220 | GL4910 | GXGP Running | 154
20186 | 20606 | HZ3789 | ZUJO Running | 50
20190 | 20190 | OR3105 | Finished | 0
20190 | 20190 | ZD2363 | RLF Waiting | 240
20196 | 20747 | BB6988 | ZFSG Running | 36
20205 | 20415 | NK9290 | TTSK Running | 15
20207 | 20593 | JD7686 | EHSP Running | 33
20216 | 20636 | VD3478 | ZUJO Running | 20
20220 | 20250 | GJ3751 | GXGP Running | 69
20226 | 20777 | QS5048 | ZFSG Running | 50
20235 | 20430 | UN9938 | TTSK Running | 107
20237 | 20623 | IR6170 | EHSP Running | 113
20246 | 20656 | TY1447 | ZUJO Running | 283
20250 | 20280 | GL4910 | GXGP Running | 124
20256 | 20807 | JA9704 | ZFSG Running | 49
20260 | 20260 | VR2866 | ZFSG Waiting | 335
20264 | 20382 | FG8127 | ADI Running | 350
20265 | 20460 | IN6461 | TTSK Running | 368
20267 | 20653 | MV1466 | EHSP Running | 36
20276 | 20686 | RF2615 | ZUJO Running | 424
20280 | 20310 | GJ3751 | GXGP Running | 39
20290 | 20837 | LW9015 | ZFSG Running | 273
20295 | 20490 | JU1285 | TTSK Running | 174
20297 | 20683 | WO4943 | EHSP Running | 240
20298 | 20716 | KR9273 | IBG Running | 498
20306 | 20716 | NI9878 | ZUJO Running | 63
20310 | 20340 | GL4910 | GXGP Running | 94
20312 | 20312 | UG8156 | QNV Waiting | 387
20320 | 20867 | VM9323 | ZFSG Running | 49
20325 | 20520 | GO6249 | TTSK Running | 229
20327 | 20713 | FI1343 | EHSP Running | 8
20336 | 20746 | WE1790 | ZUJO Running | 157
20340 | 20370 | GJ3751 | GXGP Running | 9
20347 | 20347 | QC5923 | Finished | 0
20350 | 20897 | CD8074 | ZFSG Running | 38
20355 | 20550 | CG6320 | TTSK Running | 67
20365 | 20365 | KZ4389 | LCJ Running | 498
20366 | 20776 | NZ7010 | ZUJO Running | 21
20367 | 20367 | GL3702 | ZFSG Waiting | 33
20370 | 20379 | GL4910 | GXGP Running | 64
20377 | 20721 | MA7378 | EHSP Running | 129
20379 | 20379 | GJ3751 | Finished | 0
20382 | 20580 | BB7414 | TTSK Running | 327
20385 | 20610 | YF6504 | TTSK Running | 102
20396 | 20797 | GO9911 | ZUJO Running | 73
20397 | 20397 | OT9532 | SVT Waiting | 263
20397 | 20927 | ML6062 | ZFSG Running | 227
20400 | 20957 | GL3702 | ZFSG Running | 489
20407 | 20751 | ZT4883 | EHSP Running | 12
20408 | 20408 | PO8325 | IBG Waiting | 384
20409 | 20409 | GL4910 | GXGP Running | 34
20415 | 20640 | UH9080 | TTSK Running | 76
20426 | 20827 | MZ6561 | ZUJO Running | 53
20427 | 20987 | KT2848 | ZFSG Running | 42
20430 | 20732 | NK9290 | ADI Running | 467
20430 | 21029 | ZD2363 | RLF Running | 128
20437 | 20763 | MC6275 | EHSP Running | 63
20439 | 20439 | GL4910 | GXGP Running | 4
20442 | 20442 | MG3799 | IYS Waiting | 278
20443 | 20443 | GL4910 | Finished | 0
20446 | 20446 | DD6208 | GDZ Running | 107
20456 | 20857 | CB9751 | ZUJO Running | 82
20457 | 21017 | ZA3881 | ZFSG Running | 419
20460 | 20670 | UN9938 | TTSK Running | 77
20476 | 20793 | SI3252 | EHSP Running | 169
20486 | 20887 | DB9978 | ZUJO Running | 289
20487 | 21047 | KJ5649 | ZFSG Running | 215
20490 | 20700 | IN6461 | TTSK Running | 338
20500 | 20500 | IW3933 | EKO Running | 32
20503 | 20503 | YL3443 | Finished | 0
20516 | 20917 | ZE8449 | ZUJO Running | 80
20517 | 21077 | WN5757 | ZFSG Running | 275
20520 | 20730 | JU1285 | TTSK Running | 144
20532 | 20532 | IW3933 | EKO Waiting | 346
20533 | 20823 | UA9502 | EHSP Running | 99
20546 | 20947 | FN1074 | ZUJO Running | 362
20547 | 21107 | YR8562 | ZFSG Running | 266
20550 | 20760 | GO6249 | TTSK Running | 199
20553 | 20553 | DD6208 | GDZ Waiting | 61
20563 | 20853 | AF7413 | EHSP Running | 167
20569 | 20569 | JH2964 | CKB Running | 337
20572 | 20572 | OB7273 | LUY Running | 225
20576 | 20977 | IH4945 | ZUJO Running | 8
20580 | 20790 | CG6320 | TTSK Running | 37
20593 | 20883 | IS9022 | EHSP Running | 80
20595 | 20595 | FI3661 | RLF Waiting | 358
20595 | 21137 | VR2866 | ZFSG Running | 164
20598 | 20598 | YX1903 | SIM Running | 352
20599 | 21167 | DU2124 | ZFSG Running | 1
20606 | 20985 | XX2794 | ZUJO Running | 13
20610 | 20820 | BB7414 | TTSK Running | 297
20614 | 20614 | DD6208 | GDZ Running | 315
20623 | 20913 | JD7686 | EHSP Running | 3
20629 | 21168 | WV8689 | ZFSG Running | 120
20636 | 20998 | HZ3789 | ZUJO Running | 20
20640 | 20850 | YF6504 | TTSK Running | 72
20653 | 20916 | IR6170 | EHSP Running | 83
20656 | 20656 | VD3478 | ZUJO Waiting | 135
20657 | 20657 | TB9654 | ZFSG Waiting | 75
20660 | 20660 | OT9532 | SVT Running | 205
20670 | 20880 | UH9080 | TTSK Running | 46
20683 | 20946 | MV1466 | EHSP Running | 6
20686 | 21018 | TY1447 | ZUJO Running | 253
20687 | 21198 | BU9664 | ZFSG Running | 339
20699 | 21166 | UG8156 | QNV Running | 74
20700 | 20910 | UN9938 | TTSK Running | 47
20713 | 20952 | WO4943 | EHSP Running | 210
20716 | 20940 | SA2206 | TTSK Running | 78
20716 | 21048 | RF2615 | ZUJO Running | 394
20717 | 21228 | AO7054 | ZFSG Running | 133
20720 | 20720 | MG3799 | IYS Running | 340
20721 | 20721 | FI1343 | EKO Running | 469
20730 | 20970 | IN6461 | TTSK Running | 308
20731 | 20731 | ZO7644 | QNV Waiting | 415
20732 | 21000 | FG8127 | TTSK Running | 113
20732 | 21258 | TB9654 | ZFSG Running | 349
20746 | 21078 | NI9878 | ZUJO Running | 33
20747 | 21288 | RO8518 | ZFSG Running | 250
20751 | 20982 | MA7378 | EHSP Running | 99
20760 | 21030 | JU1285 | TTSK Running | 114
20763 | 21190 | ZT4883 | EKO Running | 365
20776 | 21108 | WE1790 | ZUJO Running | 127
20777 | 21318 | BB6988 | ZFSG Running | 6
20790 | 21060 | GO6249 | TTSK Running | 169
20791 | 21138 | VD3478 | ZUJO Running | 178
20792 | 21214 | PO8325 | IBG Running | 489
20793 | 21012 | MC6275 | EHSP Running | 33
20797 | 20950 | NZ7010 | SIM Running | 96
20797 | 20797 | OB7273 | LUY Waiting | 394
20807 | 21324 | QS5048 | ZFSG Running | 20
20820 | 21090 | CG6320 | TTSK Running | 7
20823 | 21042 | SI3252 | EHSP Running | 139
20827 | 21168 | GO9911 | ZUJO Running | 43
20837 | 21344 | JA9704 | ZFSG Running | 19
20850 | 21097 | BB7414 | TTSK Running | 267
20853 | 21072 | UA9502 | EHSP Running | 69
20857 | 21198 | MZ6561 | ZUJO Running | 23
20863 | 20863 | KZ4389 | LCJ Waiting | 460
20865 | 20865 | OT9532 | GXGP Running | 70
20867 | 21363 | LW9015 | ZFSG Running | 243
20878 | 21555 | IW3933 | EKO Running | 194
20880 | 21127 | YF6504 | TTSK Running | 42
20883 | 21102 | AF7413 | EHSP Running | 137
20887 | 21221 | CB9751 | ZUJO Running | 52
20895 | 20895 | OT9532 | GXGP Running | 40
20897 | 21393 | VM9323 | ZFSG Running | 19
20906 | 20906 | JH2964 | CKB Waiting | 234
20910 | 21157 | UH9080 | TTSK Running | 16
20913 | 21132 | IS9022 | EHSP Running | 50
20916 | 20916 | JD7686 | WQN Running | 301
20917 | 21251 | DB9978 | ZUJO Running | 259
20925 | 20925 | OT9532 | GXGP Running | 10
20927 | 21412 | CD8074 | ZFSG Running | 8
20929 | 20929 | DD6208 | GDZ Waiting | 310
20935 | 20935 | OT9532 | Finished | 0
20940 | 21173 | UN9938 | TTSK Running | 17
20946 | 21162 | IR6170 | EHSP Running | 53
20947 | 21281 | ZE8449 | ZUJO Running | 50
20950 | 20950 | YX1903 | SIM Waiting | 7
20952 | 21749 | MV1466 | EKO Running | 285
20953 | 21157 | FI3661 | RLF Running | 213
20957 | 21046 | YX1903 | SIM Running | 102
20957 | 21420 | ML6062 | ZFSG Running | 197
20970 | 21190 | SA2206 | TTSK Running | 48
20977 | 21311 | FN1074 | ZUJO Running | 332
20982 | 21192 | WO4943 | EHSP Running | 180
20985 | 20985 | IH4945 | YWW Running | 410
20987 | 21450 | GL3702 | ZFSG Running | 459
20998 | 20998 | XX2794 | ZUJO Waiting | 118
21000 | 21220 | IN6461 | TTSK Running | 278
21012 | 21222 | MA7378 | EHSP Running | 69
21017 | 21480 | KT2848 | ZFSG Running | 12
21018 | 21018 | HZ3789 | ZUJO Waiting | 323
21029 | 21029 | YT5665 | RLF Waiting | 92
21030 | 21250 | FG8127 | TTSK Running | 83
21042 | 21252 | MC6275 | EHSP Running | 3
21046 | 21046 | NZ7010 | SIM Waiting | 271
21047 | 21492 | ZA3881 | ZFSG Running | 389
21048 | 21341 | TY1447 | ZUJO Running | 223
21060 | 21060 | MG3799 | IYS Waiting | 405
21060 | 21280 | JU1285 | TTSK Running | 84
21072 | 21255 | SI3252 | EHSP Running | 109
21077 | 21522 | KJ5649 | ZFSG Running | 185
21078 | 21371 | RF2615 | ZUJO Running | 364
21090 | 21310 | GO6249 | TTSK Running | 139
21097 | 21097 | CG6320 | Finished | 0
21102 | 21285 | UA9502 | EHSP Running | 39
21107 | 21552 | WN5757 | ZFSG Running | 245
21108 | 21401 | NI9878 | ZUJO Running | 3
21116 | 21404 | XX2794 | ZUJO Running | 147
21121 | 21370 | YT5665 | RLF Running | 152
21127 | 21340 | BB7414 | TTSK Running | 237
21132 | 21315 | AF7413 | EHSP Running | 107
21137 | 21582 | YR8562 | ZFSG Running | 236
21138 | 21434 | WE1790 | ZUJO Running | 97
21140 | 21140 | JH2964 | CKB Running | 134
21146 | 21240 | ZO7644 | QNV Running | 312
21148 | 21148 | YX1903 | SIM Waiting | 98
21157 | 21157 | ZD2363 | RLF Waiting | 246
21157 | 21370 | YF6504 | TTSK Running | 12
21162 | 21345 | IS9022 | EHSP Running | 20
21166 | 21166 | AX2750 | QNV Waiting | 383
21167 | 21612 | VR2866 | ZFSG Running | 134
21168 | 21168 | DU2124 | IYS Running | 206
21168 | 21464 | VD3478 | ZUJO Running | 148
21173 | 21173 | UH9080 | ZRO Running | 351
21190 | 21190 | FI1343 | EKO Waiting | 68
21190 | 21524 | UN9938 | ZRO Running | 123
21191 | 21191 | OB7273 | LUY Running | 495
21192 | 21365 | IR6170 | EHSP Running | 23
21198 | 21494 | GO9911 | ZUJO Running | 13
21198 | 21642 | WV8689 | ZFSG Running | 90
21199 | 21199 | NK9290 | ADI Waiting | 116
21214 | 21214 | KR9273 | IBG Waiting | 305
21217 | 21217 | JD7686 | WQN Waiting | 315
21220 | 21382 | SA2206 | TTSK Running | 18
21221 | 21221 | MZ6561 | QHP Running | 95
21222 | 21388 | WO4943 | EHSP Running | 150
21228 | 21672 | BU9664 | ZFSG Running | 309
21239 | 21239 | DD6208 | GDZ Running | 401
21240 | 21240 | UG8156 | QNV Waiting | 465
21246 | 21246 | YX1903 | SIM Running | 159
21250 | 21400 | IN6461 | TTSK Running | 248
21251 | 21507 | CB9751 | ZUJO Running | 22
21252 | 21418 | MA7378 | EHSP Running | 39
21255 | 21255 | MC6275 | Finished | 0
21258 | 22034 | FI1343 | EKO Running | 187
21258 | 21702 | AO7054 | ZFSG Running | 103
21274 | 21274 | JH2964 | CKB Waiting | 85
21280 | 21430 | FG8127 | TTSK Running | 53
21281 | 21529 | DB9978 | ZUJO Running | 229
21285 | 21448 | SI3252 | EHSP Running | 79
21288 | 21732 | TB9654 | ZFSG Running | 319
21310 | 21460 | JU1285 | TTSK Running | 54
21311 | 21559 | ZE8449 | ZUJO Running | 20
21315 | 21315 | NK9290 | ADI Running | 28
21315 | 21478 | UA9502 | EHSP Running | 9
21316 | 21316 | MZ6561 | QHP Waiting | 152
21317 | 21405 | NZ7010 | SIM Running | 149
21318 | 21762 | RO8518 | ZFSG Running | 220
21323 | 21323 | KZ4389 | LCJ Running | 363
21324 | 21324 | BB6988 | ZFSG Waiting | 387
21340 | 21490 | GO6249 | TTSK Running | 109
21341 | 21579 | HZ3789 | ZUJO Running | 6
21341 | 21585 | FN1074 | ZUJO Running | 302
21343 | 21343 | NK9290 | ADI Waiting | 344
21344 | 21374 | QS5048 | IYS Running | 143
21345 | 21487 | AF7413 | EHSP Running | 77
21359 | 21359 | JH2964 | CKB Running | 400
21363 | 21686 | JA9704 | LCJ Running | 490
21365 | 21365 | IS9022 | Finished | 0
21370 | 21370 | FI3661 | RLF Waiting | 66
21370 | 21520 | BB7414 | TTSK Running | 207
21371 | 21615 | TY1447 | ZUJO Running | 193
21374 | 21374 | DU2124 | IYS Waiting | 120
21382 | 21382 | YF6504 | TTSK Waiting | 57
21388 | 21388 | IR6170 | EHSP Waiting | 85
21393 | 21792 | LW9015 | ZFSG Running | 213
21395 | 21395 | IH4945 | YWW Waiting | 108
21400 | 21400 | SA2206 | Finished | 0
21401 | 21645 | RF2615 | ZUJO Running | 334
21403 | 21522 | ZD2363 | RLF Running | 303
21404 | 21404 | NI9878 | DKE Running | 74
21405 | 21675 | YX1903 | ZUJO Running | 54
21412 | 21552 | VM9323 | QNV Running | 16
21418 | 21517 | WO4943 | EHSP Running | 120
21420 | 21759 | CD8074 | CKB Running | 350
21430 | 21550 | IN6461 | TTSK Running | 218
21434 | 21705 | XX2794 | ZUJO Running | 117
21436 | 21825 | FI3661 | RLF Running | 170
21439 | 21580 | YF6504 | TTSK Running | 126
21448 | 21547 | MA7378 | EHSP Running | 9
21450 | 21822 | ML6062 | ZFSG Running | 167
21460 | 21610 | FG8127 | TTSK Running | 23
21464 | 21735 | WE1790 | ZUJO Running | 67
21465 | 21517 | MG3799 | IYS Running | 500
21468 | 21468 | MZ6561 | QHP Running | 288
21473 | 21556 | IR6170 | EHSP Running | 223
21478 | 21478 | NI9878 | DKE Waiting | 70
21478 | 21586 | SI3252 | EHSP Running | 49
21480 | 21852 | GL3702 | ZFSG Running | 429
21487 | 22221 | UA9502 | EKO Running | 3
21490 | 21633 | JU1285 | TTSK Running | 24
21492 | 21492 | KT2848 | SJU Running | 424
21494 | 22017 | DU2124 | IYS Running | 318
21494 | 21765 | VD3478 | ZUJO Running | 118
21503 | 21503 | IH4945 | YWW Running | 254
21507 | 21507 | GO9911 | Finished | 0
21517 | 21517 | QS5048 | IYS Waiting | 292
21517 | 21616 | AF7413 | EHSP Running | 47
21519 | 21703 | KR9273 | IBG Running | 431
21520 | 21657 | GO6249 | TTSK Running | 79
21522 | 21522 | YT5665 | RLF Waiting | 134
21522 | 21882 | ZA3881 | ZFSG Running | 359
21524 | 21524 | UH9080 | ZRO Waiting | 485
21529 | 21529 | CB9751 | Finished | 0
21532 | 21532 | JD7686 | WQN Running | 451
21547 | 21646 | WO4943 | EHSP Running | 90
21548 | 21548 | NI9878 | DKE Running | 247
21549 | 21568 | AX2750 | QNV Running | 227
21550 | 21687 | BB7414 | TTSK Running | 177
21552 | 21552 | ZO7644 | QNV Waiting | 329
21552 | 21912 | KJ5649 | ZFSG Running | 155
21554 | 21554 | NZ7010 | SIM Waiting | 134
21555 | 21555 | ZT4883 | EKO Waiting | 344
21556 | 21556 | MA7378 | Finished | 0
21559 | 21795 | DB9978 | ZUJO Running | 199
21568 | 21568 | VM9323 | QNV Waiting | 139
21579 | 21579 | ZE8449 | Finished | 0
21580 | 21717 | IN6461 | TTSK Running | 188
21582 | 21942 | WN5757 | ZFSG Running | 215
21585 | 21756 | HZ3789 | QHP Running | 231
21586 | 21676 | IR6170 | EHSP Running | 193
21610 | 21747 | YF6504 | TTSK Running | 96
21612 | 21972 | YR8562 | ZFSG Running | 206
21615 | 21825 | FN1074 | ZUJO Running | 272
21616 | 21706 | SI3252 | EHSP Running | 19
21633 | 21633 | FG8127 | Finished | 0
21640 | 21640 | DD6208 | GDZ Waiting | 88
21642 | 22002 | VR2866 | ZFSG Running | 104
21645 | 21855 | TY1447 | ZUJO Running | 163
21646 | 21725 | AF7413 | EHSP Running | 17
21647 | 21647 | UN9938 | ZRO Waiting | 64
