1 | 1 | TC8445 | GTYI Running | 71
18828 | 19065 | WR8705 | GTYI Running | 100
18833 | 19166 | AZ7152 | IDRA Running | 262
18839 | 19254 | JQ6883 | XLO Running | 42
18840 | 19260 | KJ6396 | WQSY Running | 150
18842 | 18998 | NP8141 | ZCDT Running | 333
18844 | 19135 | EU3767 | AMZJ Running | 58
18850 | 18850 | EV8335 | ROX Waiting | 361
18851 | 19196 | MQ7520 | IDRA Running | 271
18856 | 18856 | TE9208 | OYL Waiting | 154
18858 | 19095 | CP8037 | GTYI Running | 15
18861 | 18861 | AG1168 | AMZJ Waiting | 464
18863 | 19226 | YM2844 | IDRA Running | 1
18870 | 19290 | QS6782 | WQSY Running | 334
18872 | 19028 | WY7322 | ZCDT Running | 151
18888 | 19110 | LU1091 | GTYI Running | 132
18889 | 18916 | YV1743 | HPC Running | 317
18891 | 19165 | EK9518 | AMZJ Running | 289
18893 | 19227 | QC6923 | IDRA Running | 276
18895 | 18937 | QF4765 | WJC Running | 465
18899 | 19402 | WE8143 | WJC Running | 82
18900 | 19320 | AT4994 | WQSY Running | 190
18901 | 18901 | KF6240 | ZCN Waiting | 231
18902 | 19058 | DZ4231 | ZCDT Running | 69
18911 | 19195 | EC1594 | AMZJ Running | 337
18914 | 19225 | WC1548 | AMZJ Running | 32
18916 | 19257 | KS4285 | IDRA Running | 403
18918 | 19140 | UU6266 | GTYI Running | 248
18920 | 18920 | VK1891 | YVS Running | 59
18921 | 18921 | OV4554 | LCU Running | 344
18922 | 18922 | LL1257 | FVF Waiting | 219
18923 | 19287 | CA4629 | IDRA Running | 253
18925 | 19255 | ZU7922 | AMZJ Running | 145
18930 | 19350 | NZ5800 | WQSY Running | 152
18932 | 19088 | IE1120 | ZCDT Running | 1
18937 | 18937 | LM5481 | WJC Waiting | 222
18943 | 18943 | TX7007 | SBR Running | 392
18948 | 19170 | QX1759 | GTYI Running | 26
18953 | 18953 | EK5998 | QTY Running | 340
18953 | 19317 | IB2263 | IDRA Running | 120
18955 | 19285 | YA5160 | AMZJ Running | 314
18960 | 19380 | ZM8819 | WQSY Running | 228
18962 | 19089 | EF4648 | ZCDT Running | 74
18968 | 19265 | RT9408 | LCU Running | 383
18978 | 19196 | DO9371 | GTYI Running | 383
18979 | 19226 | VK1891 | GTYI Running | 415
18983 | 19347 | VM8791 | IDRA Running | 132
18985 | 19315 | GZ8627 | AMZJ Running | 72
18990 | 19410 | NL5756 | WQSY Running | 217
18996 | 19233 | MV5132 | HPC Running | 442
18998 | 19119 | LQ8202 | ZCDT Running | 89
19006 | 19006 | CX2610 | GQQ Waiting | 103
19008 | 19256 | AE7262 | GTYI Running | 127
19010 | 19010 | TE9208 | OYL Running | 444
19015 | 19345 | PR8175 | AMZJ Running | 35
19017 | 19286 | XW4956 | GTYI Running | 47
19020 | 19440 | ZC4232 | WQSY Running | 115
19026 | 19377 | UA2932 | IDRA Running | 253
19028 | 19149 | NP8141 | ZCDT Running | 303
19035 | 19035 | NP5950 | Finished | 0
19045 | 19375 | DW9737 | AMZJ Running | 260
19050 | 19470 | PA5529 | WQSY Running | 26
19056 | 19407 | YB2742 | IDRA Running | 93
19058 | 19179 | WY7322 | ZCDT Running | 121
19063 | 19063 | FX4951 | YIQ Running | 478
19065 | 19316 | IV3397 | GTYI Running | 14
19075 | 19405 | UG1000 | AMZJ Running | 213
19080 | 19496 | MB8755 | WQSY Running | 163
19081 | 19081 | TT2884 | YBK Waiting | 416
19086 | 19437 | YM5038 | IDRA Running | 169
19088 | 19209 | DZ4231 | ZCDT Running | 39
19089 | 19089 | IE1120 | GQQ Running | 403
19095 | 19330 | WR8705 | GTYI Running | 70
19105 | 19435 | XN5521 | AMZJ Running | 33
19109 | 19492 | CX2610 | GQQ Running | 497
19109 | 19109 | TU5605 | AYX Running | 276
19110 | 19110 | CP8037 | SQX Running | 20
19110 | 19526 | RQ2890 | WQSY Running | 60
19116 | 19467 | XR7203 | IDRA Running | 254
19119 | 19239 | EF4648 | ZCDT Running | 44
19130 | 19130 | CP8037 | SQX Waiting | 410
19132 | 19132 | KF6240 | ZCN Running | 338
19135 | 19465 | ST2100 | AMZJ Running | 458
19136 | 19136 | MK1284 | IDRA Waiting | 28
19140 | 19556 | CQ3852 | WQSY Running | 68
19140 | 19360 | LU1091 | GTYI Running | 102
19141 | 19141 | LL1257 | FVF Running | 121
19149 | 19269 | LQ8202 | ZCDT Running | 59
19159 | 19484 | LM5481 | WJC Running | 99
19164 | 19497 | MK1284 | IDRA Running | 227
19164 | 19495 | YZ9316 | AMZJ Running | 102
19165 | 19525 | EU3767 | AMZJ Running | 28
19166 | 19527 | HW3855 | IDRA Running | 9
19170 | 19296 | GC6746 | XLO Running | 91
19170 | 19390 | UU6266 | GTYI Running | 218
19179 | 19299 | NP8141 | ZCDT Running | 273
19195 | 19553 | EK9518 | AMZJ Running | 259
19196 | 19196 | QX1759 | Finished | 0
19196 | 19536 | AZ7152 | IDRA Running | 232
19200 | 19586 | MR8758 | WQSY Running | 113
19209 | 19329 | WY7322 | ZCDT Running | 91
19211 | 19211 | EV8335 | ROX Running | 306
19225 | 19583 | EC1594 | AMZJ Running | 307
19226 | 19420 | DO9371 | GTYI Running | 353
19226 | 19566 | MQ7520 | IDRA Running | 241
19227 | 19227 | YM2844 | Finished | 0
19230 | 19616 | RQ6933 | WQSY Running | 246
19233 | 19233 | YV1743 | HPC Waiting | 483
19239 | 19359 | DZ4231 | ZCDT Running | 9
19254 | 19254 | MQ4649 | XLO Waiting | 76
19255 | 19613 | WC1548 | AMZJ Running | 2
19256 | 19450 | VK1891 | GTYI Running | 385
19257 | 19596 | QC6923 | IDRA Running | 246
19260 | 19646 | DD1622 | WQSY Running | 395
19262 | 19262 | LL1257 | FVF Waiting | 445
19265 | 19265 | OV4554 | LCU Waiting | 451
19269 | 19368 | EF4648 | ZCDT Running | 14
19285 | 19615 | ZU7922 | AMZJ Running | 115
19286 | 19480 | AE7262 | GTYI Running | 97
19287 | 19626 | KS4285 | IDRA Running | 373
19290 | 19676 | KJ6396 | WQSY Running | 120
19293 | 19656 | EK5998 | IDRA Running | 367
19296 | 19296 | JQ6883 | XLO Waiting | 174
19299 | 19382 | LQ8202 | ZCDT Running | 29
19315 | 19645 | YA5160 | AMZJ Running | 284
19316 | 19510 | XW4956 | GTYI Running | 17
19317 | 19686 | CA4629 | IDRA Running | 223
19320 | 19706 | QS6782 | WQSY Running | 304
19325 | 19675 | AG1168 | AMZJ Running | 482
19329 | 19411 | NP8141 | ZCDT Running | 243
19330 | 19330 | IV3397 | IUG Running | 268
19330 | 19387 | MQ4649 | XLO Running | 481
19335 | 19335 | TX7007 | SBR Waiting | 392
19345 | 19705 | GZ8627 | AMZJ Running | 42
19347 | 19716 | IB2263 | IDRA Running | 90
19350 | 19736 | AT4994 | WQSY Running | 160
19359 | 19441 | WY7322 | ZCDT Running | 61
19360 | 19527 | WR8705 | GTYI Running | 40
19368 | 19368 | DZ4231 | KNV Running | 296
19375 | 19735 | PR8175 | AMZJ Running | 5
19377 | 19746 | VM8791 | IDRA Running | 102
19380 | 19766 | NZ5800 | WQSY Running | 122
19382 | 19382 | EF4648 | Finished | 0
19385 | 19385 | TU5605 | AYX Waiting | 86
19387 | 19387 | GC6746 | XLO Waiting | 402
19390 | 19557 | LU1091 | GTYI Running | 72
19402 | 19402 | QF4765 | WJC Waiting | 331
19405 | 19740 | DW9737 | AMZJ Running | 230
19407 | 19776 | UA2932 | IDRA Running | 223
19410 | 19796 | ZM8819 | WQSY Running | 198
19411 | 19411 | LQ8202 | Finished | 0
19420 | 19587 | UU6266 | GTYI Running | 188
19435 | 19770 | UG1000 | AMZJ Running | 183
19437 | 19806 | YB2742 | IDRA Running | 63
19440 | 19826 | NL5756 | WQSY Running | 187
19441 | 19471 | NP8141 | ZCDT Running | 213
19450 | 19617 | DO9371 | GTYI Running | 323
19454 | 19454 | TE9208 | OYL Waiting | 144
19465 | 19800 | XN5521 | AMZJ Running | 3
19467 | 19836 | YM5038 | IDRA Running | 139
19470 | 19868 | JQ6883 | XLO Running | 232
19470 | 19470 | KF6240 | ZCN Waiting | 251
19470 | 19856 | ZC4232 | WQSY Running | 85
19471 | 19471 | TU5605 | AYX Running | 417
19471 | 19501 | WY7322 | ZCDT Running | 31
19480 | 19647 | VK1891 | GTYI Running | 355
19484 | 19484 | WE8143 | WJC Waiting | 157
19492 | 19492 | IE1120 | GQQ Waiting | 62
19495 | 19803 | ST2100 | AMZJ Running | 428
19496 | 19496 | PA5529 | WQSY Waiting | 366
19497 | 19497 | TT2884 | YBK Running | 278
19497 | 19866 | XR7203 | IDRA Running | 224
19501 | 19531 | NP8141 | ZCDT Running | 183
19510 | 19677 | AE7262 | GTYI Running | 67
19517 | 19707 | EV8335 | GTYI Running | 167
19525 | 19833 | YZ9316 | AMZJ Running | 72
19526 | 19886 | MB8755 | WQSY Running | 133
19527 | 19527 | XW4956 | Finished | 0
19527 | 19896 | MK1284 | IDRA Running | 197
19531 | 19561 | WY7322 | ZCDT Running | 1
19536 | 19536 | HW3855 | IDRA Waiting | 128
19540 | 19540 | CP8037 | SQX Running | 406
19541 | 19541 | FX4951 | YIQ Waiting | 202
19553 | 19553 | EU3767 | Finished | 0
19554 | 19989 | IE1120 | GQQ Running | 48
19556 | 19916 | RQ2890 | WQSY Running | 30
19557 | 19737 | WR8705 | GTYI Running | 10
19561 | 19562 | NP8141 | ZCDT Running | 153
19562 | 19888 | WY7322 | AYX Running | 37
19566 | 19926 | AZ7152 | IDRA Running | 202
19583 | 19863 | LM5481 | AMZJ Running | 76
19583 | 19893 | EK9518 | AMZJ Running | 229
19586 | 19946 | CQ3852 | WQSY Running | 38
19587 | 19747 | LU1091 | GTYI Running | 42
19592 | 19592 | NP8141 | ZCDT Running | 123
19596 | 19956 | MQ7520 | IDRA Running | 211
19598 | 19598 | IV3397 | IUG Waiting | 270
19598 | 19598 | TE9208 | OYL Running | 270
19613 | 19923 | EC1594 | AMZJ Running | 277
19615 | 19615 | WC1548 | UDK Running | 242
19616 | 19976 | MR8758 | WQSY Running | 83
19617 | 19777 | UU6266 | GTYI Running | 158
19622 | 19622 | NP8141 | ZCDT Running | 93
19626 | 19986 | QC6923 | IDRA Running | 216
19641 | 19641 | WE8143 | WJC Running | 10
19645 | 19953 | ZU7922 | AMZJ Running | 85
19646 | 20006 | RQ6933 | WQSY Running | 216
19647 | 19807 | DO9371 | GTYI Running | 293
19648 | 19648 | RT9408 | LCU Waiting | 432
19651 | 19983 | WE8143 | AMZJ Running | 318
19652 | 19652 | NP8141 | ZCDT Running | 63
19656 | 20016 | KS4285 | IDRA Running | 343
19664 | 19664 | DZ4231 | KNV Waiting | 58
19664 | 20046 | HW3855 | IDRA Running | 283
19675 | 19675 | MV5132 | HPC Waiting | 81
19675 | 20013 | YA5160 | AMZJ Running | 254
19676 | 20036 | DD1622 | WQSY Running | 365
19677 | 19837 | VK1891 | GTYI Running | 325
19682 | 19682 | NP8141 | ZCDT Running | 33
19686 | 20076 | EK5998 | IDRA Running | 337
19705 | 20043 | AG1168 | AMZJ Running | 452
19706 | 20066 | KJ6396 | WQSY Running | 90
19707 | 19707 | LL1257 | FVF Running | 271
19707 | 19867 | AE7262 | GTYI Running | 37
19712 | 19712 | NP8141 | ZCDT Running | 3
19715 | 19715 | NP8141 | Finished | 0
19716 | 19716 | OV4554 | LCU Running | 59
19716 | 19716 | YV1743 | HPC Running | 112
19716 | 20106 | CA4629 | IDRA Running | 193
19721 | 19721 | KF6240 | ZCN Running | 444
19722 | 19722 | DZ4231 | KNV Running | 166
19727 | 19727 | TX7007 | SBR Running | 499
19733 | 19733 | QF4765 | WJC Running | 345
19735 | 20073 | GZ8627 | AMZJ Running | 12
19736 | 20096 | QS6782 | WQSY Running | 274
19737 | 19897 | EV8335 | GTYI Running | 137
19740 | 19740 | PR8175 | ZGZ Running | 122
19743 | 19743 | FX4951 | YIQ Running | 117
19746 | 20136 | IB2263 | IDRA Running | 60
19747 | 19747 | WR8705 | GTYI Waiting | 103
19756 | 19828 | MV5132 | HPC Running | 234
19766 | 20126 | AT4994 | WQSY Running | 130
19770 | 20085 | DW9737 | AMZJ Running | 200
19775 | 19775 | OV4554 | ZCDT Running | 428
19775 | 19775 | TT2884 | YBK Waiting | 224
19776 | 20166 | VM8791 | IDRA Running | 72
19777 | 19927 | LU1091 | GTYI Running | 12
19789 | 20100 | GC6746 | XLO Running | 473
19796 | 20156 | NZ5800 | WQSY Running | 92
19800 | 20115 | UG1000 | AMZJ Running | 153
19803 | 19803 | XN5521 | WSY Running | 0
19803 | 19803 | XN5521 | WSY Waiting | 55
19805 | 19805 | OV4554 | ZCDT Running | 398
19806 | 20196 | UA2932 | IDRA Running | 193
19807 | 19939 | UU6266 | GTYI Running | 128
19826 | 20186 | ZM8819 | WQSY Running | 168
19828 | 20226 | YV1743 | IDRA Running | 390
19833 | 20145 | ST2100 | AMZJ Running | 398
19835 | 19835 | OV4554 | ZCDT Running | 368
19836 | 20256 | YB2742 | IDRA Running | 33
19837 | 19969 | DO9371 | GTYI Running | 263
19850 | 19999 | WR8705 | GTYI Running | 438
19856 | 20216 | NL5756 | WQSY Running | 157
19857 | 19857 | WC1548 | UDK Waiting | 225
19858 | 19858 | XN5521 | WSY Running | 163
19860 | 20286 | FX4951 | IDRA Running | 131
19862 | 20246 | PA5529 | WQSY Running | 382
19862 | 19862 | PR8175 | ZGZ Waiting | 456
19863 | 20175 | YZ9316 | AMZJ Running | 42
19865 | 19865 | OV4554 | ZCDT Running | 338
19866 | 20316 | YM5038 | IDRA Running | 109
19867 | 20029 | VK1891 | GTYI Running | 295
19868 | 19868 | IV3397 | IUG Running | 387
19868 | 20276 | MQ4649 | WQSY Running | 200
19868 | 19868 | TE9208 | OYL Waiting | 92
19886 | 20306 | ZC4232 | WQSY Running | 55
19888 | 19888 | DZ4231 | KNV Waiting | 273
19888 | 19895 | TU5605 | ZCDT Running | 101
19893 | 20205 | LM5481 | AMZJ Running | 46
19895 | 19925 | OV4554 | ZCDT Running | 308
19896 | 20346 | XR7203 | IDRA Running | 194
19897 | 20059 | AE7262 | GTYI Running | 7
19916 | 20336 | MB8755 | WQSY Running | 103
19923 | 20235 | EK9518 | AMZJ Running | 199
19925 | 19925 | WY7322 | AYX Waiting | 97
19925 | 19955 | TU5605 | ZCDT Running | 71
19926 | 20376 | MK1284 | IDRA Running | 167
19927 | 20066 | EV8335 | GTYI Running | 107
19939 | 19939 | LU1091 | Finished | 0
19946 | 19946 | CP8037 | SQX Waiting | 184
19946 | 19946 | RQ2890 | Finished | 0
19953 | 20265 | EC1594 | AMZJ Running | 247
19955 | 19985 | OV4554 | ZCDT Running | 278
19956 | 20406 | AZ7152 | IDRA Running | 172
19960 | 19960 | TE9208 | OYL Running | 93
19969 | 20096 | UU6266 | GTYI Running | 98
19976 | 20366 | CQ3852 | WQSY Running | 8
19978 | 19978 | LL1257 | FVF Waiting | 249
19983 | 20295 | ZU7922 | AMZJ Running | 55
19985 | 20015 | TU5605 | ZCDT Running | 41
19986 | 20436 | MQ7520 | IDRA Running | 181
19989 | 19989 | CX2610 | GQQ Waiting | 454
19999 | 19999 | TT2884 | YBK Running | 107
19999 | 20126 | DO9371 | GTYI Running | 233
20006 | 20374 | MR8758 | WQSY Running | 53
20013 | 20325 | WE8143 | AMZJ Running | 288
20015 | 20045 | OV4554 | ZCDT Running | 248
20016 | 20466 | QC6923 | IDRA Running | 186
20021 | 20021 | XN5521 | WSY Waiting | 155
20022 | 20022 | WY7322 | AYX Running | 395
20029 | 20156 | WR8705 | GTYI Running | 408
20036 | 20404 | RQ6933 | WQSY Running | 186
20037 | 20037 | IE1120 | GQQ Waiting | 467
20043 | 20355 | YA5160 | AMZJ Running | 224
20045 | 20075 | TU5605 | ZCDT Running | 11
20046 | 20496 | KS4285 | IDRA Running | 313
20053 | 20434 | TE9208 | WQSY Running | 230
20059 | 20186 | VK1891 | GTYI Running | 265
20062 | 20062 | MV5132 | HPC Waiting | 348
20066 | 20165 | AE7262 | ZCN Running | 255
20066 | 20464 | DD1622 | WQSY Running | 335
20073 | 20385 | AG1168 | AMZJ Running | 422
20075 | 20086 | OV4554 | ZCDT Running | 218
20076 | 20526 | HW3855 | IDRA Running | 253
20078 | 20078 | QF4765 | WJC Waiting | 384
20080 | 20080 | RT9408 | LCU Running | 362
20082 | 20082 | WC1548 | UDK Running | 467
20085 | 20549 | GZ8627 | UDK Running | 468
20086 | 20086 | TU5605 | Finished | 0
20096 | 20216 | EV8335 | GTYI Running | 77
20096 | 20494 | KJ6396 | WQSY Running | 60
20100 | 20524 | JQ6883 | WQSY Running | 479
20106 | 20116 | TT2884 | ZCDT Running | 494
20106 | 20556 | EK5998 | IDRA Running | 307
20115 | 20415 | DW9737 | AMZJ Running | 170
20116 | 20146 | OV4554 | ZCDT Running | 188
20126 | 20554 | QS6782 | WQSY Running | 244
20126 | 20246 | UU6266 | GTYI Running | 68
20130 | 20130 | CP8037 | SQX Running | 403
20136 | 20586 | CA4629 | IDRA Running | 163
20145 | 20445 | UG1000 | AMZJ Running | 123
20146 | 20176 | TT2884 | ZCDT Running | 464
20156 | 20584 | AT4994 | WQSY Running | 100
20156 | 20276 | DO9371 | GTYI Running | 203
20161 | 20161 | DZ4231 | KNV Running | 219
20165 | 20306 | KF6240 | GTYI Running | 6
20166 | 20616 | IB2263 | IDRA Running | 30
20175 | 20475 | ST2100 | AMZJ Running | 368
20176 | 20176 | XN5521 | WSY Running | 152
20176 | 20206 | OV4554 | ZCDT Running | 158
20186 | 20614 | NZ5800 | WQSY Running | 62
20186 | 20312 | WR8705 | GTYI Running | 378
20196 | 20646 | VM8791 | IDRA Running | 42
20205 | 20505 | YZ9316 | AMZJ Running | 12
20206 | 20236 | TT2884 | ZCDT Running | 434
20216 | 20342 | VK1891 | GTYI Running | 235
20216 | 20644 | ZM8819 | WQSY Running | 138
20226 | 20266 | TX7007 | ZCDT Running | 124
20226 | 20676 | UA2932 | IDRA Running | 163
20227 | 20227 | LL1257 | FVF Running | 428
20235 | 20517 | LM5481 | AMZJ Running | 16
20236 | 20296 | OV4554 | ZCDT Running | 128
20246 | 20372 | EV8335 | GTYI Running | 47
20246 | 20674 | NL5756 | WQSY Running | 127
20255 | 20255 | IV3397 | IUG Waiting | 126
20256 | 20706 | YV1743 | IDRA Running | 360
20265 | 20533 | EK9518 | AMZJ Running | 169
20266 | 20326 | TT2884 | ZCDT Running | 404
20276 | 20704 | PA5529 | WQSY Running | 352
20276 | 20402 | UU6266 | GTYI Running | 38
20286 | 20736 | YB2742 | IDRA Running | 3
20295 | 20563 | EC1594 | AMZJ Running | 217
20296 | 20356 | TX7007 | ZCDT Running | 94
20306 | 20432 | DO9371 | GTYI Running | 173
20306 | 20734 | MQ4649 | WQSY Running | 170
20312 | 20312 | KF6240 | Finished | 0
20316 | 20739 | FX4951 | IDRA Running | 101
20318 | 20318 | PR8175 | ZGZ Running | 50
20325 | 20593 | ZU7922 | AMZJ Running | 25
20326 | 20386 | OV4554 | ZCDT Running | 98
20328 | 20328 | XN5521 | WSY Waiting | 207
20336 | 20764 | ZC4232 | WQSY Running | 25
20342 | 20462 | WR8705 | GTYI Running | 348
20346 | 20769 | YM5038 | IDRA Running | 79
20355 | 20618 | WE8143 | AMZJ Running | 258
20356 | 20416 | TT2884 | ZCDT Running | 374
20366 | 20789 | MB8755 | WQSY Running | 73
20368 | 20368 | PR8175 | ZGZ Waiting | 403
20372 | 20492 | VK1891 | GTYI Running | 205
20374 | 20374 | CQ3852 | DKB Running | 484
20376 | 20799 | XR7203 | IDRA Running | 164
20380 | 20380 | DZ4231 | KNV Waiting | 260
20381 | 20381 | IV3397 | IUG Running | 66
20385 | 20648 | YA5160 | AMZJ Running | 194
20386 | 20446 | TX7007 | ZCDT Running | 64
20402 | 20522 | EV8335 | GTYI Running | 17
20404 | 20819 | MR8758 | WQSY Running | 23
20406 | 20829 | MK1284 | IDRA Running | 137
20410 | 20410 | MV5132 | HPC Running | 196
20415 | 20678 | AG1168 | AMZJ Running | 392
20416 | 20476 | OV4554 | ZCDT Running | 68
20417 | 20417 | WY7322 | AYX Waiting | 325
20420 | 20420 | AE7262 | ZCN Waiting | 336
20432 | 20539 | UU6266 | GTYI Running | 8
20434 | 20842 | RQ6933 | WQSY Running | 156
20436 | 20859 | AZ7152 | IDRA Running | 142
20442 | 20442 | RT9408 | LCU Waiting | 86
20443 | 20443 | CX2610 | GQQ Running | 257
20445 | 20708 | DW9737 | AMZJ Running | 140
20446 | 20506 | TT2884 | ZCDT Running | 344
20447 | 20447 | IV3397 | IUG Waiting | 229
20462 | 20462 | QF4765 | WJC Running | 302
20462 | 20547 | DO9371 | GTYI Running | 143
20464 | 20872 | TE9208 | WQSY Running | 200
20466 | 20889 | MQ7520 | IDRA Running | 151
20475 | 20738 | UG1000 | AMZJ Running | 93
20476 | 20536 | TX7007 | ZCDT Running | 34
20492 | 20577 | WR8705 | GTYI Running | 318
20494 | 20902 | DD1622 | WQSY Running | 305
20496 | 20919 | QC6923 | IDRA Running | 156
20504 | 20700 | IE1120 | GQQ Running | 201
20505 | 20768 | ST2100 | AMZJ Running | 338
20506 | 20566 | OV4554 | ZCDT Running | 38
20517 | 20517 | YZ9316 | AMZJ Waiting | 92
20522 | 20607 | VK1891 | GTYI Running | 175
20524 | 20932 | KJ6396 | WQSY Running | 30
20526 | 20949 | KS4285 | IDRA Running | 283
20528 | 20528 | RT9408 | LCU Running | 42
20533 | 20533 | CP8037 | SQX Waiting | 487
20533 | 20533 | LM5481 | Finished | 0
20535 | 20535 | XN5521 | WSY Running | 412
20536 | 20596 | TT2884 | ZCDT Running | 314
20539 | 20539 | EV8335 | Finished | 0
20547 | 20547 | UU6266 | ROX Running | 266
20549 | 20549 | WC1548 | UDK Waiting | 46
20554 | 20962 | JQ6883 | WQSY Running | 449
20556 | 20979 | HW3855 | IDRA Running | 223
20563 | 20798 | EK9518 | AMZJ Running | 139
20566 | 20626 | TX7007 | ZCDT Running | 4
20570 | 20570 | RT9408 | LCU Waiting | 207
20573 | 20573 | GC6746 | XLO Waiting | 365
20577 | 20637 | DO9371 | GTYI Running | 113
20584 | 20992 | QS6782 | WQSY Running | 214
20586 | 21009 | EK5998 | IDRA Running | 277
20593 | 20828 | EC1594 | AMZJ Running | 187
20595 | 21017 | WC1548 | UDK Running | 348
20596 | 20630 | OV4554 | ZCDT Running | 8
20606 | 20606 | MV5132 | HPC Waiting | 39
20607 | 20667 | WR8705 | GTYI Running | 288
20609 | 20858 | YZ9316 | AMZJ Running | 28
20614 | 21022 | AT4994 | WQSY Running | 70
20616 | 21039 | CA4629 | IDRA Running | 133
20618 | 20618 | ZU7922 | AMZJ Waiting | 188
20626 | 20638 | TT2884 | ZCDT Running | 284
20630 | 20630 | TX7007 | Finished | 0
20637 | 20697 | VK1891 | GTYI Running | 145
20638 | 20638 | OV4554 | Finished | 0
20640 | 20640 | DZ4231 | KNV Running | 118
20644 | 21052 | NZ5800 | WQSY Running | 32
20645 | 20645 | MV5132 | HPC Running | 277
20646 | 20646 | IB2263 | IDRA Waiting | 147
20648 | 20886 | WE8143 | AMZJ Running | 228
20655 | 21069 | LL1257 | IDRA Running | 181
20667 | 20727 | DO9371 | GTYI Running | 83
20668 | 20668 | TT2884 | ZCDT Running | 254
20674 | 21082 | ZM8819 | WQSY Running | 108
20676 | 20676 | IV3397 | IUG Running | 367
20676 | 21099 | VM8791 | IDRA Running | 12
20678 | 20916 | YA5160 | AMZJ Running | 164
20697 | 20757 | WR8705 | GTYI Running | 258
20698 | 20698 | TT2884 | ZCDT Running | 224
20700 | 20728 | CX2610 | ZCDT Running | 105
20704 | 21112 | NL5756 | WQSY Running | 97
20706 | 21111 | UA2932 | IDRA Running | 133
20708 | 20946 | AG1168 | AMZJ Running | 362
20727 | 20787 | VK1891 | GTYI Running | 115
20728 | 20758 | TT2884 | ZCDT Running | 194
20734 | 21142 | PA5529 | WQSY Running | 322
20736 | 21141 | YV1743 | IDRA Running | 330
20738 | 20976 | DW9737 | AMZJ Running | 110
20739 | 20739 | YB2742 | IDRA Waiting | 162
20742 | 20742 | WY7322 | AYX Running | 387
20756 | 20756 | AE7262 | ZCN Running | 451
20757 | 20817 | DO9371 | GTYI Running | 53
20758 | 20788 | DZ4231 | ZCDT Running | 479
20758 | 20818 | CX2610 | ZCDT Running | 75
20764 | 20764 | QF4765 | WJC Waiting | 46
20764 | 21172 | MQ4649 | WQSY Running | 140
20768 | 21006 | UG1000 | AMZJ Running | 63
20769 | 21171 | FX4951 | IDRA Running | 71
20771 | 20771 | PR8175 | ZGZ Running | 119
20777 | 20777 | RT9408 | LCU Running | 10
20787 | 20848 | RT9408 | ZCDT Running | 65
20787 | 20847 | WR8705 | GTYI Running | 228
20788 | 20878 | TT2884 | ZCDT Running | 164
20789 | 20789 | ZC4232 | XLO Running | 495
20793 | 21201 | IB2263 | IDRA Running | 158
20798 | 21036 | ST2100 | AMZJ Running | 308
20799 | 21231 | YM5038 | IDRA Running | 49
20806 | 21066 | ZU7922 | AMZJ Running | 395
20810 | 20810 | QF4765 | WJC Running | 40
20813 | 20813 | UU6266 | ROX Waiting | 158
20817 | 20877 | VK1891 | GTYI Running | 85
20818 | 20908 | DZ4231 | ZCDT Running | 449
20819 | 21202 | MB8755 | WQSY Running | 43
20828 | 21096 | EK9518 | AMZJ Running | 109
20829 | 21261 | XR7203 | IDRA Running | 134
20842 | 20842 | MR8758 | Finished | 0
20847 | 20907 | DO9371 | GTYI Running | 23
20848 | 20938 | CX2610 | ZCDT Running | 45
20850 | 21126 | QF4765 | AMZJ Running | 43
20858 | 20858 | CQ3852 | DKB Waiting | 16
20858 | 21156 | EC1594 | AMZJ Running | 157
20859 | 21291 | MK1284 | IDRA Running | 107
20872 | 21232 | RQ6933 | WQSY Running | 126
20874 | 20874 | CQ3852 | DKB Running | 39
20877 | 20930 | WR8705 | GTYI Running | 198
20878 | 20968 | RT9408 | ZCDT Running | 35
20886 | 21365 | YZ9316 | UDK Running | 268
20889 | 21321 | AZ7152 | IDRA Running | 112
20890 | 20890 | PR8175 | ZGZ Waiting | 266
20901 | 20901 | IE1120 | GQQ Waiting | 165
20901 | 21351 | YB2742 | IDRA Running | 55
20902 | 21262 | TE9208 | WQSY Running | 170
20907 | 20960 | VK1891 | GTYI Running | 55
20908 | 20998 | TT2884 | ZCDT Running | 134
20913 | 20913 | CQ3852 | DKB Waiting | 398
20916 | 21186 | WE8143 | AMZJ Running | 198
20919 | 21381 | MQ7520 | IDRA Running | 121
20922 | 21411 | MV5132 | IDRA Running | 215
20930 | 20930 | DO9371 | XTT Running | 308
20932 | 21292 | DD1622 | WQSY Running | 275
20938 | 21284 | GC6746 | XLO Running | 361
20938 | 21028 | DZ4231 | ZCDT Running | 419
20946 | 21216 | YA5160 | AMZJ Running | 134
20947 | 21246 | XN5521 | AMZJ Running | 62
20949 | 21441 | QC6923 | IDRA Running | 126
20960 | 20990 | WR8705 | GTYI Running | 168
20962 | 20962 | KJ6396 | Finished | 0
20968 | 21058 | CX2610 | ZCDT Running | 15
20971 | 20971 | UU6266 | ROX Running | 396
20976 | 21276 | AG1168 | AMZJ Running | 332
20979 | 21471 | KS4285 | IDRA Running | 253
20990 | 21020 | VK1891 | GTYI Running | 25
20992 | 21322 | JQ6883 | WQSY Running | 419
20998 | 21073 | RT9408 | ZCDT Running | 5
21006 | 21306 | DW9737 | AMZJ Running | 80
21009 | 21501 | HW3855 | IDRA Running | 193
21017 | 21017 | GZ8627 | UDK Waiting | 361
21020 | 21020 | CP8037 | SQX Running | 179
21020 | 21045 | WR8705 | GTYI Running | 138
