8 | 8 | WU4911 | AEYX Running | 275
20247 | 20676 | FU4748 | AEYX Running | 156
20249 | 20637 | XP1862 | SKHG Running | 83
20258 | 20813 | CE6996 | HENQ Running | 88
20264 | 20641 | CD4515 | OTHL Running | 361
20277 | 20706 | PZ3265 | AEYX Running | 2
20279 | 20667 | QF5776 | SKHG Running | 195
20279 | 20697 | HH5026 | SKHG Running | 79
20280 | 20280 | NL3630 | FXZ Running | 212
20288 | 20843 | OP8529 | HENQ Running | 152
20294 | 20294 | IH3117 | HENQ Waiting | 32
20294 | 20671 | RP1389 | OTHL Running | 196
20307 | 20708 | NI1688 | AEYX Running | 121
20309 | 20727 | KJ5751 | SKHG Running | 192
20310 | 20310 | CE1485 | VYN Waiting | 221
20319 | 20319 | JK5854 | Finished | 0
20324 | 20873 | VU8899 | HENQ Running | 34
20324 | 20701 | XX5071 | OTHL Running | 386
20326 | 20903 | IH3117 | HENQ Running | 41
20335 | 20335 | BK7385 | AEYX Waiting | 340
20335 | 20335 | SN6660 | SKHG Waiting | 389
20354 | 20731 | RS1536 | OTHL Running | 39
20354 | 20933 | YB4870 | HENQ Running | 119
20365 | 20757 | LJ8105 | SKHG Running | 90
20365 | 20738 | MA7428 | AEYX Running | 210
20366 | 20963 | KU1575 | HENQ Running | 423
20371 | 20371 | WQ4618 | AEYX Waiting | 283
20384 | 20761 | HS5200 | OTHL Running | 276
20384 | 20993 | JB8568 | HENQ Running | 167
20395 | 20787 | TK6987 | SKHG Running | 126
20401 | 20768 | OB2611 | AEYX Running | 86
20405 | 20405 | WU4911 | TYV Waiting | 91
20414 | 21023 | HT2553 | HENQ Running | 121
20414 | 20791 | JN8912 | OTHL Running | 101
20419 | 20419 | HF7943 | KJK Running | 469
20424 | 20424 | AJ8561 | TYV Running | 277
20425 | 20817 | TX1983 | SKHG Running | 358
20427 | 20427 | HO6322 | VGQ Running | 195
20431 | 20431 | KG1408 | GAT Running | 317
20444 | 21053 | BI8641 | HENQ Running | 17
20449 | 20449 | PH3168 | BUR Waiting | 288
20450 | 21070 | FP4980 | HENQ Running | 247
20454 | 20798 | YS8954 | AEYX Running | 116
20455 | 20847 | RA6977 | SKHG Running | 184
20456 | 20492 | VG5876 | FXZ Running | 384
20461 | 20821 | NT3542 | OTHL Running | 153
20474 | 21100 | TY7283 | HENQ Running | 132
20484 | 20828 | OT8008 | AEYX Running | 156
20485 | 20877 | AJ8361 | SKHG Running | 139
20491 | 20851 | YS2179 | OTHL Running | 6
20492 | 20492 | NL3630 | FXZ Waiting | 477
20496 | 20701 | WU4911 | TYV Running | 400
20504 | 21130 | IU6288 | HENQ Running | 181
20514 | 20858 | XZ1011 | AEYX Running | 5
20515 | 20907 | QQ9383 | SKHG Running | 84
20521 | 20857 | UH2381 | OTHL Running | 42
20530 | 20530 | SO7413 | NWS Running | 67
20531 | 20531 | CE1485 | VYN Running | 136
20534 | 21160 | PE5383 | HENQ Running | 249
20544 | 20863 | IL5709 | AEYX Running | 266
20545 | 20937 | XS5253 | SKHG Running | 213
20551 | 20887 | NG2840 | OTHL Running | 414
20564 | 21190 | UC3636 | HENQ Running | 397
20574 | 20893 | HB1600 | AEYX Running | 244
20575 | 20575 | IY5923 | SKHG Waiting | 453
20581 | 20917 | WT5213 | OTHL Running | 28
20586 | 21101 | LK1459 | TYV Running | 164
20594 | 21220 | YS3084 | HENQ Running | 373
20597 | 20967 | SO7413 | SKHG Running | 361
20605 | 20997 | RF5128 | SKHG Running | 411
20607 | 20607 | ST1210 | KGZ Running | 155
20611 | 20945 | MB3250 | OTHL Running | 139
20616 | 20923 | GB7708 | AEYX Running | 417
20622 | 20622 | HO6322 | VGQ Waiting | 414
20624 | 21250 | KF5674 | HENQ Running | 88
20637 | 21027 | PP4630 | SKHG Running | 254
20641 | 20975 | IF8167 | OTHL Running | 64
20646 | 20953 | GS3982 | AEYX Running | 226
20654 | 20983 | WQ4618 | AEYX Running | 36
20654 | 21280 | EY9982 | HENQ Running | 55
20667 | 20667 | CE1485 | VYN Waiting | 484
20667 | 21057 | XP1862 | SKHG Running | 53
20671 | 21005 | CD4515 | OTHL Running | 331
20675 | 21013 | BK7385 | AEYX Running | 143
20676 | 21043 | WD2150 | AEYX Running | 171
20684 | 21310 | JB1993 | HENQ Running | 370
20697 | 21087 | QF5776 | SKHG Running | 165
20701 | 20701 | AJ8561 | TYV Waiting | 414
20701 | 21035 | RP1389 | OTHL Running | 166
20706 | 21073 | FU4748 | AEYX Running | 126
20708 | 20708 | PZ3265 | LER Running | 277
20714 | 21340 | XT7284 | HENQ Running | 119
20724 | 21117 | SN6660 | SKHG Running | 41
20727 | 21147 | HH5026 | SKHG Running | 49
20731 | 21065 | XX5071 | OTHL Running | 356
20737 | 21180 | PH3168 | BUR Running | 383
20738 | 21103 | NI1688 | AEYX Running | 91
20744 | 21370 | DO3649 | HENQ Running | 170
20748 | 20748 | KG1408 | GAT Waiting | 346
20757 | 21177 | KJ5751 | SKHG Running | 162
20761 | 21095 | RS1536 | OTHL Running | 9
20762 | 20762 | ST1210 | KGZ Waiting | 353
20768 | 21133 | MA7428 | AEYX Running | 180
20774 | 21400 | YL8763 | HENQ Running | 169
20787 | 21207 | LJ8105 | SKHG Running | 60
20791 | 21104 | HS5200 | OTHL Running | 246
20798 | 21163 | OB2611 | AEYX Running | 56
20804 | 21430 | UJ3926 | HENQ Running | 227
20813 | 20813 | KI1087 | HENQ Waiting | 284
20817 | 21237 | TK6987 | SKHG Running | 96
20821 | 21134 | JN8912 | OTHL Running | 71
20828 | 21193 | YS8954 | AEYX Running | 86
20843 | 21460 | CE6996 | HENQ Running | 58
20847 | 21267 | TX1983 | SKHG Running | 328
20851 | 21164 | NT3542 | OTHL Running | 123
20857 | 20857 | YS2179 | VGQ Running | 165
20858 | 21223 | OT8008 | AEYX Running | 126
20863 | 21265 | XZ1011 | TYV Running | 34
20873 | 21490 | OP8529 | HENQ Running | 122
20876 | 20876 | VG5876 | FXZ Waiting | 490
20877 | 21297 | RA6977 | SKHG Running | 154
20887 | 21194 | UH2381 | OTHL Running | 12
20888 | 20888 | HF7943 | KJK Waiting | 54
20893 | 21253 | IL5709 | AEYX Running | 236
20903 | 21520 | VU8899 | HENQ Running | 4
20907 | 21327 | AJ8361 | SKHG Running | 109
20917 | 21206 | NG2840 | OTHL Running | 384
20923 | 21283 | HB1600 | AEYX Running | 214
20933 | 21524 | IH3117 | HENQ Running | 11
20937 | 21357 | QQ9383 | SKHG Running | 54
20939 | 20939 | SI5870 | BUR Waiting | 154
20942 | 20942 | HF7943 | KJK Running | 303
20945 | 20945 | WT5213 | Finished | 0
20953 | 21313 | GB7708 | AEYX Running | 387
20963 | 21535 | YB4870 | HENQ Running | 89
20967 | 21387 | XS5253 | SKHG Running | 183
20969 | 20969 | NL3630 | FXZ Running | 382
20975 | 21236 | MB3250 | OTHL Running | 109
20983 | 21343 | GS3982 | AEYX Running | 196
20985 | 20985 | PZ3265 | LER Waiting | 451
20993 | 21565 | KU1575 | HENQ Running | 393
20997 | 21417 | SO7413 | SKHG Running | 331
21005 | 21266 | IF8167 | OTHL Running | 34
21013 | 21373 | WQ4618 | AEYX Running | 6
21022 | 21022 | YS2179 | VGQ Waiting | 227
21023 | 21595 | JB8568 | HENQ Running | 137
21027 | 21447 | RF5128 | SKHG Running | 381
21028 | 21477 | IY5923 | SKHG Running | 76
21035 | 21296 | CD4515 | OTHL Running | 301
21036 | 21036 | HO6322 | VGQ Running | 45
21043 | 21379 | BK7385 | AEYX Running | 113
21053 | 21625 | HT2553 | HENQ Running | 91
21057 | 21507 | PP4630 | SKHG Running | 224
21065 | 21326 | RP1389 | OTHL Running | 136
21070 | 21070 | BI8641 | NLC Running | 1
21071 | 21071 | BI8641 | NLC Waiting | 286
21073 | 21409 | WD2150 | AEYX Running | 141
21081 | 21081 | HO6322 | VGQ Waiting | 106
21087 | 21537 | XP1862 | SKHG Running | 23
21093 | 21563 | SI5870 | BUR Running | 363
21094 | 21094 | KG1408 | GAT Running | 12
21095 | 21356 | XX5071 | OTHL Running | 326
21097 | 21655 | KI1087 | HENQ Running | 248
21100 | 21685 | FP4980 | HENQ Running | 217
21101 | 21439 | WU4911 | AEYX Running | 357
21103 | 21469 | FU4748 | AEYX Running | 96
21104 | 21104 | RS1536 | VGQ Running | 164
21106 | 21106 | KG1408 | GAT Waiting | 317
21115 | 21299 | AJ8561 | TYV Running | 448
21115 | 21115 | ST1210 | KGZ Running | 434
21117 | 21560 | QF5776 | SKHG Running | 135
21130 | 21715 | TY7283 | HENQ Running | 102
21133 | 21499 | NI1688 | AEYX Running | 61
21134 | 21386 | HS5200 | OTHL Running | 216
21147 | 21590 | SN6660 | SKHG Running | 11
21151 | 21151 | CE1485 | VYN Running | 396
21160 | 21745 | IU6288 | HENQ Running | 151
21163 | 21529 | MA7428 | AEYX Running | 150
21164 | 21416 | JN8912 | OTHL Running | 41
21177 | 21601 | HH5026 | SKHG Running | 19
21180 | 21180 | GN2723 | BUR Waiting | 301
21187 | 21268 | HO6322 | VGQ Running | 479
21190 | 21775 | PE5383 | HENQ Running | 219
21193 | 21559 | OB2611 | AEYX Running | 26
21194 | 21446 | NT3542 | OTHL Running | 93
21206 | 21206 | UH2381 | OGD Running | 37
21207 | 21620 | KJ5751 | SKHG Running | 132
21220 | 21805 | UC3636 | HENQ Running | 367
21223 | 21585 | YS8954 | AEYX Running | 56
21236 | 21476 | NG2840 | OTHL Running | 354
21237 | 21650 | LJ8105 | SKHG Running | 30
21243 | 21243 | UH2381 | OGD Waiting | 451
21245 | 21245 | HF7943 | KJK Waiting | 415
21249 | 21747 | YS2179 | VGQ Running | 239
21250 | 21835 | YS3084 | HENQ Running | 343
21253 | 21615 | OT8008 | AEYX Running | 96
21265 | 21265 | LK1459 | TYV Waiting | 51
21266 | 21506 | MB3250 | OTHL Running | 79
21267 | 21680 | TK6987 | SKHG Running | 66
21268 | 21268 | RS1536 | VGQ Waiting | 43
21280 | 21865 | KF5674 | HENQ Running | 58
21283 | 21645 | IL5709 | AEYX Running | 206
21296 | 21536 | IF8167 | OTHL Running | 4
21297 | 21710 | TX1983 | SKHG Running | 298
21299 | 21299 | XZ1011 | TYV Waiting | 106
21310 | 21895 | EY9982 | HENQ Running | 25
21311 | 21986 | RS1536 | VGQ Running | 236
21313 | 21675 | HB1600 | AEYX Running | 184
21316 | 21747 | LK1459 | TYV Running | 324
21326 | 21540 | CD4515 | OTHL Running | 271
21327 | 21740 | RA6977 | SKHG Running | 124
21340 | 21920 | JB1993 | HENQ Running | 340
21343 | 21705 | GB7708 | AEYX Running | 357
21351 | 21351 | NL3630 | FXZ Waiting | 232
21356 | 21570 | RP1389 | OTHL Running | 106
21357 | 21357 | BI8641 | NLC Running | 27
21357 | 21770 | AJ8361 | SKHG Running | 79
21366 | 21366 | VG5876 | FXZ Running | 295
21370 | 21950 | XT7284 | HENQ Running | 89
21373 | 21735 | GS3982 | AEYX Running | 166
21379 | 22071 | WQ4618 | TYV Running | 402
21384 | 21384 | BI8641 | NLC Waiting | 223
21386 | 21600 | XX5071 | OTHL Running | 296
21387 | 21800 | QQ9383 | SKHG Running | 24
21400 | 21980 | DO3649 | HENQ Running | 140
21405 | 22473 | XZ1011 | TYV Running | 368
21409 | 21765 | BK7385 | AEYX Running | 83
21416 | 21630 | HS5200 | OTHL Running | 186
21417 | 21824 | XS5253 | SKHG Running | 153
21423 | 21423 | KG1408 | GAT Running | 259
21430 | 22010 | YL8763 | HENQ Running | 139
21436 | 21436 | PZ3265 | LER Running | 253
21439 | 21795 | WD2150 | AEYX Running | 111
21446 | 21660 | JN8912 | OTHL Running | 11
21447 | 21854 | SO7413 | SKHG Running | 301
21460 | 22040 | UJ3926 | HENQ Running | 197
21469 | 21825 | WU4911 | AEYX Running | 327
21476 | 21671 | NT3542 | OTHL Running | 63
21477 | 21884 | RF5128 | SKHG Running | 351
21481 | 21926 | GN2723 | BUR Running | 241
21490 | 22070 | CE6996 | HENQ Running | 28
21499 | 21855 | FU4748 | AEYX Running | 66
21506 | 21701 | NG2840 | OTHL Running | 324
21507 | 21914 | IY5923 | SKHG Running | 46
21520 | 22098 | OP8529 | HENQ Running | 92
21524 | 21524 | VU8899 | HENQ Waiting | 345
21529 | 21885 | NI1688 | AEYX Running | 31
21535 | 21535 | IH3117 | ION Running | 215
21536 | 21731 | MB3250 | OTHL Running | 49
21537 | 21944 | PP4630 | SKHG Running | 194
21540 | 21540 | IF8167 | Finished | 0
21547 | 21547 | CE1485 | VYN Waiting | 334
21549 | 21549 | ST1210 | KGZ Waiting | 340
21559 | 21915 | MA7428 | AEYX Running | 120
21560 | 21560 | XP1862 | MDY Running | 371
21563 | 21563 | PH3168 | BUR Waiting | 228
21565 | 22128 | YB4870 | HENQ Running | 59
21570 | 21761 | CD4515 | OTHL Running | 241
21583 | 21661 | NL3630 | FXZ Running | 499
21585 | 22841 | OB2611 | TYV Running | 459
21590 | 21974 | QF5776 | SKHG Running | 105
21595 | 22158 | KU1575 | HENQ Running | 363
21600 | 21791 | RP1389 | OTHL Running | 76
21601 | 22160 | SN6660 | FXZ Running | 185
21607 | 21607 | BI8641 | NLC Running | 467
21615 | 21945 | YS8954 | AEYX Running | 26
21620 | 21620 | HH5026 | Finished | 0
21625 | 22188 | JB8568 | HENQ Running | 107
21630 | 21821 | XX5071 | OTHL Running | 266
21645 | 21971 | OT8008 | AEYX Running | 66
21650 | 22004 | KJ5751 | SKHG Running | 102
21655 | 22218 | HT2553 | HENQ Running | 61
21660 | 21660 | HF7943 | KJK Running | 376
21660 | 21851 | HS5200 | OTHL Running | 156
21661 | 22034 | VG5876 | SKHG Running | 37
21671 | 21671 | JN8912 | Finished | 0
21675 | 22001 | IL5709 | AEYX Running | 176
21680 | 21931 | LJ8105 | MDY Running | 184
21682 | 21682 | KG1408 | GAT Waiting | 0
21682 | 21682 | KG1408 | GAT Running | 323
21685 | 22248 | KI1087 | HENQ Running | 218
21689 | 21689 | PZ3265 | LER Waiting | 359
21694 | 21694 | UH2381 | OGD Running | 284
21701 | 21881 | NT3542 | OTHL Running | 33
21705 | 22031 | HB1600 | AEYX Running | 154
21710 | 22064 | TK6987 | SKHG Running | 36
21715 | 22278 | FP4980 | HENQ Running | 187
21731 | 21911 | NG2840 | OTHL Running | 294
21735 | 22061 | GB7708 | AEYX Running | 327
21740 | 22094 | TX1983 | SKHG Running | 268
21745 | 22308 | TY7283 | HENQ Running | 72
21747 | 21747 | AJ8561 | TYV Waiting | 196
21747 | 21747 | HO6322 | VGQ Waiting | 140
21750 | 21750 | IH3117 | ION Waiting | 206
21761 | 21941 | MB3250 | OTHL Running | 19
21765 | 22091 | GS3982 | AEYX Running | 136
21770 | 22124 | RA6977 | SKHG Running | 94
21775 | 22338 | IU6288 | HENQ Running | 121
21791 | 22167 | PH3168 | BUR Running | 40
21791 | 21960 | CD4515 | OTHL Running | 211
21795 | 22121 | BK7385 | AEYX Running | 53
21800 | 22154 | AJ8361 | SKHG Running | 49
21805 | 22368 | PE5383 | HENQ Running | 189
21821 | 21990 | RP1389 | OTHL Running | 46
21824 | 21824 | QQ9383 | SKHG Waiting | 70
21825 | 22151 | WD2150 | AEYX Running | 81
21835 | 22398 | UC3636 | HENQ Running | 337
21851 | 22020 | XX5071 | OTHL Running | 236
21854 | 22184 | XS5253 | SKHG Running | 123
21855 | 22181 | WU4911 | AEYX Running | 297
21865 | 22428 | YS3084 | HENQ Running | 313
21869 | 22458 | VU8899 | HENQ Running | 42
21881 | 21881 | CE1485 | VYN Running | 118
21881 | 22050 | HS5200 | OTHL Running | 126
21884 | 22214 | SO7413 | SKHG Running | 271
21885 | 22211 | FU4748 | AEYX Running | 36
21887 | 22222 | HO6322 | VGQ Running | 106
21889 | 21889 | ST1210 | KGZ Running | 235
21894 | 22244 | QQ9383 | SKHG Running | 435
21895 | 22488 | KF5674 | HENQ Running | 28
21911 | 22080 | NT3542 | OTHL Running | 3
21914 | 22274 | RF5128 | SKHG Running | 321
21915 | 22241 | NI1688 | AEYX Running | 1
21920 | 21920 | EY9982 | UQL Running | 425
21926 | 21926 | SI5870 | BUR Waiting | 454
21931 | 21931 | XP1862 | MDY Waiting | 236
21941 | 22083 | NG2840 | OTHL Running | 264
21943 | 23300 | AJ8561 | TYV Running | 192
21944 | 22304 | IY5923 | SKHG Running | 16
21945 | 22242 | MA7428 | AEYX Running | 90
21950 | 22516 | JB1993 | HENQ Running | 310
21956 | 21956 | IH3117 | ION Running | 390
21960 | 21960 | MB3250 | Finished | 0
21971 | 21971 | YS8954 | AEYX Waiting | 268
21974 | 22320 | PP4630 | SKHG Running | 164
21978 | 21978 | UH2381 | OGD Waiting | 1
21979 | 21979 | UH2381 | OGD Running | 250
21980 | 22546 | XT7284 | HENQ Running | 59
21986 | 21986 | YS2179 | VGQ Waiting | 216
21990 | 22113 | CD4515 | OTHL Running | 181
21999 | 22350 | CE1485 | SKHG Running | 128
22001 | 22272 | OT8008 | AEYX Running | 36
22004 | 22380 | QF5776 | SKHG Running | 75
22005 | 22143 | KG1408 | OTHL Running | 401
22010 | 22576 | DO3649 | HENQ Running | 110
22020 | 22173 | RP1389 | OTHL Running | 16
22031 | 22302 | IL5709 | AEYX Running | 146
22034 | 22410 | KJ5751 | SKHG Running | 72
22036 | 22036 | HF7943 | KJK Waiting | 26
22040 | 22606 | YL8763 | HENQ Running | 109
22048 | 22048 | PZ3265 | LER Running | 458
22050 | 22189 | XX5071 | OTHL Running | 206
22061 | 22332 | HB1600 | AEYX Running | 124
22062 | 22062 | HF7943 | KJK Running | 16
22064 | 22440 | VG5876 | SKHG Running | 7
22070 | 22636 | UJ3926 | HENQ Running | 167
22071 | 22071 | LK1459 | TYV Waiting | 77
22074 | 22074 | BI8641 | NLC Waiting | 406
22078 | 22362 | HF7943 | AEYX Running | 413
22080 | 22219 | HS5200 | OTHL Running | 96
22083 | 22083 | NT3542 | OTHL Waiting | 411
22091 | 22392 | GB7708 | AEYX Running | 297
22094 | 22447 | TK6987 | SKHG Running | 6
22098 | 22098 | CE6996 | HENQ Waiting | 318
22113 | 22249 | NG2840 | OTHL Running | 234
22115 | 22115 | LJ8105 | MDY Waiting | 232
22121 | 22422 | GS3982 | AEYX Running | 106
22124 | 22124 | ST1210 | KGZ Waiting | 219
22124 | 22453 | TX1983 | SKHG Running | 238
22128 | 22666 | OP8529 | HENQ Running | 62
22143 | 22279 | CD4515 | OTHL Running | 151
22148 | 23492 | LK1459 | TYV Running | 344
22151 | 22452 | BK7385 | AEYX Running | 23
22154 | 22483 | RA6977 | SKHG Running | 64
22158 | 22696 | YB4870 | HENQ Running | 29
22160 | 22513 | NL3630 | SKHG Running | 235
22167 | 22309 | GN2723 | OTHL Running | 144
22167 | 22167 | XP1862 | MDY Running | 362
22173 | 22339 | KG1408 | OTHL Running | 371
22181 | 22475 | WD2150 | AEYX Running | 51
22184 | 22543 | AJ8361 | SKHG Running | 19
22188 | 22725 | KU1575 | HENQ Running | 333
22189 | 22189 | RP1389 | Finished | 0
22202 | 22328 | YS2179 | VGQ Running | 341
22207 | 22369 | PH3168 | OTHL Running | 217
22211 | 22505 | WU4911 | AEYX Running | 267
22214 | 22562 | XS5253 | SKHG Running | 93
22218 | 22755 | JB8568 | HENQ Running | 77
22219 | 22399 | XX5071 | OTHL Running | 176
22222 | 22222 | RS1536 | VGQ Waiting | 423
22229 | 22229 | UH2381 | OGD Waiting | 407
22239 | 22535 | YS8954 | AEYX Running | 120
22241 | 22565 | FU4748 | AEYX Running | 6
22242 | 22242 | NI1688 | AEYX Waiting | 362
22244 | 22592 | SO7413 | SKHG Running | 241
22248 | 22785 | HT2553 | HENQ Running | 31
22249 | 22429 | HS5200 | OTHL Running | 66
22272 | 22571 | MA7428 | AEYX Running | 60
22274 | 22622 | QQ9383 | SKHG Running | 405
22278 | 22815 | KI1087 | HENQ Running | 188
22279 | 22459 | NG2840 | OTHL Running | 204
22302 | 22601 | OT8008 | AEYX Running | 6
22304 | 22652 | RF5128 | SKHG Running | 291
22308 | 22845 | FP4980 | HENQ Running | 157
22309 | 22489 | CD4515 | OTHL Running | 121
22320 | 22320 | IY5923 | KGZ Running | 132
22328 | 22519 | HO6322 | OTHL Running | 247
22332 | 22607 | IL5709 | AEYX Running | 116
22338 | 22875 | TY7283 | HENQ Running | 42
22339 | 22549 | GN2723 | OTHL Running | 114
22343 | 22452 | ST1210 | KGZ Running | 256
22345 | 22345 | EY9982 | UQL Waiting | 78
22345 | 22345 | SN6660 | FXZ Waiting | 45
22346 | 22346 | IH3117 | ION Waiting | 424
22347 | 22529 | LJ8105 | MDY Running | 110
22350 | 22682 | PP4630 | SKHG Running | 134
22362 | 22637 | HB1600 | AEYX Running | 94
22368 | 22905 | IU6288 | HENQ Running | 91
22369 | 22579 | KG1408 | OTHL Running | 341
22380 | 22380 | SI5870 | BUR Running | 412
22380 | 22712 | CE1485 | SKHG Running | 98
22390 | 22390 | SN6660 | FXZ Running | 32
22392 | 22667 | HF7943 | AEYX Running | 383
22398 | 22935 | PE5383 | HENQ Running | 159
22399 | 22609 | PH3168 | OTHL Running | 187
22410 | 22742 | QF5776 | SKHG Running | 45
22416 | 22965 | CE6996 | HENQ Running | 128
22422 | 22422 | SN6660 | FXZ Waiting | 341
22422 | 22697 | GB7708 | AEYX Running | 267
22423 | 22423 | EY9982 | UQL Running | 7
22428 | 22995 | UC3636 | HENQ Running | 307
22429 | 22639 | XX5071 | OTHL Running | 146
22430 | 22430 | EY9982 | UQL Waiting | 230
22440 | 22772 | KJ5751 | SKHG Running | 42
22447 | 22447 | VG5876 | Finished | 0
22452 | 22452 | IY5923 | KGZ Waiting | 281
22452 | 22727 | GS3982 | AEYX Running | 76
22453 | 22453 | TK6987 | NWS Running | 206
22458 | 23025 | YS3084 | HENQ Running | 283
22459 | 22669 | HS5200 | OTHL Running | 36
22473 | 22473 | WQ4618 | TYV Waiting | 311
22475 | 22475 | BK7385 | KJK Running | 208
22480 | 22480 | BI8641 | NLC Running | 13
22483 | 22802 | TX1983 | SKHG Running | 208
22488 | 23055 | VU8899 | HENQ Running | 12
22489 | 22699 | NG2840 | OTHL Running | 174
22493 | 23067 | BI8641 | HENQ Running | 40
22494 | 22729 | NT3542 | OTHL Running | 176
22505 | 22757 | WD2150 | AEYX Running | 21
22506 | 22506 | PZ3265 | LER Waiting | 87
22513 | 22832 | RA6977 | SKHG Running | 34
22516 | 22516 | KF5674 | Finished | 0
22519 | 22759 | CD4515 | OTHL Running | 91
22529 | 22529 | XP1862 | MDY Waiting | 450
22535 | 22778 | WU4911 | AEYX Running | 237
22543 | 22862 | NL3630 | SKHG Running | 205
22546 | 23097 | JB1993 | HENQ Running | 280
22549 | 22789 | HO6322 | OTHL Running | 217
22562 | 22562 | AJ8361 | Finished | 0
22565 | 22808 | YS8954 | AEYX Running | 90
22571 | 22571 | FU4748 | AEYX Waiting | 185
22576 | 23127 | XT7284 | HENQ Running | 29
22579 | 22819 | GN2723 | OTHL Running | 84
22592 | 22892 | XS5253 | SKHG Running | 63
22593 | 22593 | PZ3265 | LER Running | 231
22601 | 22838 | MA7428 | AEYX Running | 30
22604 | 22868 | NI1688 | AEYX Running | 440
22606 | 23156 | DO3649 | HENQ Running | 80
22607 | 22607 | OT8008 | AEYX Waiting | 189
22609 | 22849 | KG1408 | OTHL Running | 311
22622 | 22922 | SO7413 | SKHG Running | 211
22636 | 22636 | UH2381 | OGD Running | 437
22636 | 23186 | YL8763 | HENQ Running | 79
22637 | 22898 | IL5709 | AEYX Running | 86
22639 | 22639 | LJ8105 | MDY Waiting | 99
22639 | 22879 | PH3168 | OTHL Running | 157
22645 | 22669 | RS1536 | VGQ Running | 305
22652 | 22952 | QQ9383 | SKHG Running | 375
22659 | 22659 | TK6987 | NWS Waiting | 74
22660 | 22660 | EY9982 | UQL Running | 434
22666 | 23216 | UJ3926 | HENQ Running | 137
22667 | 22928 | HB1600 | AEYX Running | 64
22669 | 22669 | YS2179 | VGQ Waiting | 33
22669 | 22909 | XX5071 | OTHL Running | 116
22682 | 22982 | RF5128 | SKHG Running | 261
22683 | 22683 | BK7385 | KJK Waiting | 280
22696 | 23246 | OP8529 | HENQ Running | 32
22697 | 22958 | HF7943 | AEYX Running | 353
22699 | 22939 | HS5200 | OTHL Running | 6
22702 | 22974 | YS2179 | VGQ Running | 18
22708 | 23012 | ST1210 | SKHG Running | 279
22712 | 23042 | PP4630 | SKHG Running | 104
22725 | 22725 | YB4870 | LZY Running | 341
22727 | 22988 | GB7708 | AEYX Running | 237
22729 | 22945 | NG2840 | OTHL Running | 144
22733 | 22733 | IY5923 | KGZ Running | 342
22733 | 22733 | TK6987 | NWS Running | 84
22738 | 22738 | LJ8105 | MDY Running | 400
22742 | 23072 | CE1485 | SKHG Running | 68
22755 | 23276 | KU1575 | HENQ Running | 303
22756 | 23018 | FU4748 | AEYX Running | 139
22757 | 23048 | GS3982 | AEYX Running | 46
22759 | 22975 | NT3542 | OTHL Running | 146
22763 | 22763 | SN6660 | FXZ Running | 32
22770 | 22770 | IH3117 | ION Running | 477
22772 | 23102 | QF5776 | SKHG Running | 15
22778 | 22778 | WD2150 | AEYX Waiting | 79
22784 | 23836 | WQ4618 | TYV Running | 227
22785 | 23306 | JB8568 | HENQ Running | 47
22789 | 23005 | CD4515 | OTHL Running | 61
22792 | 22792 | SI5870 | BUR Waiting | 69
22795 | 22795 | SN6660 | FXZ Waiting | 239
22796 | 23078 | OT8008 | AEYX Running | 450
22802 | 23117 | KJ5751 | SKHG Running | 12
22808 | 23108 | WU4911 | AEYX Running | 207
22815 | 23336 | HT2553 | HENQ Running | 1
22817 | 22817 | TK6987 | NWS Waiting | 389
22819 | 23035 | HO6322 | OTHL Running | 187
22824 | 23138 | PZ3265 | AEYX Running | 399
22832 | 23129 | TX1983 | SKHG Running | 178
22838 | 23168 | YS8954 | AEYX Running | 60
22841 | 22841 | XZ1011 | TYV Waiting | 305
22845 | 23337 | KI1087 | HENQ Running | 158
22849 | 23065 | GN2723 | OTHL Running | 54
22857 | 23198 | WD2150 | AEYX Running | 244
22861 | 22861 | SI5870 | BUR Running | 391
22862 | 23159 | RA6977 | SKHG Running | 4
22868 | 24063 | MA7428 | TYV Running | 228
22875 | 23367 | FP4980 | HENQ Running | 127
22879 | 23095 | KG1408 | OTHL Running | 281
22892 | 23163 | NL3630 | SKHG Running | 175
22898 | 23228 | NI1688 | AEYX Running | 410
22905 | 23397 | TY7283 | HENQ Running | 12
22909 | 23125 | PH3168 | OTHL Running | 127
22922 | 23193 | XS5253 | SKHG Running | 33
22928 | 23258 | IL5709 | AEYX Running | 56
22935 | 23409 | IU6288 | HENQ Running | 61
22939 | 23155 | XX5071 | OTHL Running | 86
22945 | 22992 | HS5200 | VGQ Running | 292
22952 | 23223 | SO7413 | SKHG Running | 181
22958 | 23288 | HB1600 | AEYX Running | 34
22963 | 22963 | BK7385 | KJK Running | 110
22965 | 23439 | PE5383 | HENQ Running | 129
22974 | 22974 | RS1536 | VGQ Waiting | 126
22975 | 23185 | NG2840 | OTHL Running | 114
22979 | 23138 | XP1862 | MDY Running | 234
22982 | 23253 | QQ9383 | SKHG Running | 345
22988 | 23318 | HF7943 | AEYX Running | 323
22992 | 23215 | YS2179 | OTHL Running | 476
22995 | 23469 | CE6996 | HENQ Running | 98
23005 | 23245 | NT3542 | OTHL Running | 116
23012 | 23283 | RF5128 | SKHG Running | 231
23018 | 23348 | GB7708 | AEYX Running | 207
23025 | 23499 | UC3636 | HENQ Running | 277
23034 | 23034 | SN6660 | FXZ Running | 315
23035 | 23275 | CD4515 | OTHL Running | 31
23042 | 23313 | ST1210 | SKHG Running | 249
